id,user_id,device_source,steps,recorded_at,created_at,updated_at
"019cfecc-7ed9-730b-ab6b-19097f19c017","019ce0b3-6b7e-725d-8970-18e4513c148e",1,120,2026-03-16 11:20:00,2026-03-18 09:35:40,2026-03-18 09:35:40
"019cfecc-7ed9-730b-ab6b-19097fbf887f","019ce0b3-6b7e-725d-8970-18e4513c148e",1,80,2026-03-17 12:50:00,2026-03-18 09:35:40,2026-03-18 09:35:40
"019cfecd-aba6-73eb-9cd6-398e85f5d6da","019ce0b3-6c78-7343-aab9-76e9987bc921",1,130,2026-03-14 09:45:00,2026-03-18 09:36:57,2026-03-18 09:36:57
"019cfecd-aba6-73eb-9cd6-398e8677da35","019ce0b3-6c78-7343-aab9-76e9987bc921",1,110,2026-03-15 10:50:00,2026-03-18 09:36:57,2026-03-18 09:36:57
"019cfecd-aba6-73eb-9cd6-398e869e4014","019ce0b3-6c78-7343-aab9-76e9987bc921",1,100,2026-03-16 11:10:00,2026-03-18 09:36:57,2026-03-18 09:36:57
"019cfecd-aba6-73eb-9cd6-398e86fc6cfe","019ce0b3-6c78-7343-aab9-76e9987bc921",1,100,2026-03-17 12:30:00,2026-03-18 09:36:57,2026-03-18 09:36:57
"019cfefb-b2f6-7215-956a-6b1fe064b5a0","019ce0b3-6d4a-7270-a72c-0db420c35439",1,220,2026-03-12 07:00:00,2026-03-18 10:27:14,2026-03-18 10:27:14
"019cfefb-b2f6-7215-956a-6b1fe118a67b","019ce0b3-6d4a-7270-a72c-0db420c35439",1,180,2026-03-13 08:20:00,2026-03-18 10:27:14,2026-03-18 10:27:14
"019cfefb-b2f7-714f-8ca7-7a1667f2294c","019ce0b3-6d4a-7270-a72c-0db420c35439",1,200,2026-03-14 09:50:00,2026-03-18 10:27:14,2026-03-18 10:27:14
"019cfefb-b2f7-714f-8ca7-7a166870f349","019ce0b3-6d4a-7270-a72c-0db420c35439",1,150,2026-03-15 10:10:00,2026-03-18 10:27:14,2026-03-18 10:27:14
"019cfefb-b2f7-714f-8ca7-7a1668c1384c","019ce0b3-6d4a-7270-a72c-0db420c35439",1,120,2026-03-16 11:40:00,2026-03-18 10:27:14,2026-03-18 10:27:14
"019cfefb-b2f7-714f-8ca7-7a1668c2e527","019ce0b3-6d4a-7270-a72c-0db420c35439",1,80,2026-03-17 12:20:00,2026-03-18 10:27:14,2026-03-18 10:27:14
"019d03c0-04cd-72f4-9614-9a5917dd93ed","019ce0b3-6ef6-7260-b58c-5fc4706ffc3c",1,220,2026-03-12 07:00:00,2026-03-19 08:40:09,2026-03-19 08:40:09
"019d03c0-04cd-72f4-9614-9a59186ce0fb","019ce0b3-6ef6-7260-b58c-5fc4706ffc3c",1,180,2026-03-13 08:20:00,2026-03-19 08:40:09,2026-03-19 08:40:09
"019d03c0-04cd-72f4-9614-9a5918c908c7","019ce0b3-6ef6-7260-b58c-5fc4706ffc3c",1,200,2026-03-14 09:50:00,2026-03-19 08:40:09,2026-03-19 08:40:09
"019d03c0-04cd-72f4-9614-9a591927e8e7","019ce0b3-6ef6-7260-b58c-5fc4706ffc3c",1,150,2026-03-15 10:10:00,2026-03-19 08:40:09,2026-03-19 08:40:09
"019d03c0-04cd-72f4-9614-9a5919471dde","019ce0b3-6ef6-7260-b58c-5fc4706ffc3c",1,120,2026-03-16 11:40:00,2026-03-19 08:40:09,2026-03-19 08:40:09
"019d03c0-04cd-72f4-9614-9a59196496a1","019ce0b3-6ef6-7260-b58c-5fc4706ffc3c",1,80,2026-03-17 12:20:00,2026-03-19 08:40:09,2026-03-19 08:40:09
